id,aluno_id,nome,data,matematica,linguagens,humanas,natureza,redacao_total,redacao_c1,redacao_c2,redacao_c3,redacao_c4,redacao_c5,created_at
c27fdf93-a4bd-46b8-acdf-7ca76e3b6f28,64936158-5ae8-48cf-b5cd-c6c4d0aabcd9,ENEM 2017,2026-04-27,36.0,37.0,38.0,38.0,,,,,,,2026-04-27 23:53:56.555474+00:00
572df219-893e-4121-9f3b-f794704d78f1,64936158-5ae8-48cf-b5cd-c6c4d0aabcd9,BERNOULLI 03 2026,2026-04-27,42.0,37.0,36.0,40.0,,,,,,,2026-04-27 23:54:30.999939+00:00
49bf4f62-7369-4b3a-9a09-9eb2d0a2abc3,64936158-5ae8-48cf-b5cd-c6c4d0aabcd9,ENEM PPL 2017,2026-05-01,40.0,39.0,40.0,41.0,,,,,,,2026-05-01 19:18:37.754147+00:00
2f11b1e5-ac13-4ce5-b53b-6d53abc95260,64936158-5ae8-48cf-b5cd-c6c4d0aabcd9,Sas 2 2026,2026-05-11,38.0,42.0,40.0,38.0,,,,,,,2026-05-12 21:08:28.469079+00:00
e8d91330-b711-4a32-93ce-eefeedccb737,64936158-5ae8-48cf-b5cd-c6c4d0aabcd9,Bernoulli 04 2026 ,2026-05-23,43.0,35.0,42.0,41.0,,,,,,,2026-05-23 23:29:55.567223+00:00
753c898f-4edf-4fce-a0d6-719499936b14,64936158-5ae8-48cf-b5cd-c6c4d0aabcd9,Sas 3 2026,2026-06-02,44.0,43.0,37.0,37.0,,,,,,,2026-06-02 18:05:17.837390+00:00
a3fbe89b-a94a-42b3-8031-bd53e43b402c,64936158-5ae8-48cf-b5cd-c6c4d0aabcd9,ENEM 2018,2026-06-10,41.0,,,42.0,,,,,,,2026-06-10 19:01:32.686160+00:00
835b69a2-3777-49ee-8d96-5d356f8b1127,66fe1554-753a-4fd2-89a0-b7a8fdf52587,BERNOULLI 3 2026,2026-04-25,29.0,26.0,35.0,25.0,880.0,160.0,200.0,160.0,160.0,200.0,2026-05-03 14:27:03.446360+00:00
61843cca-2698-4b94-a040-c75b84f965ea,724a4bd8-fd21-401a-bf6c-4bb541054faa,Simulado Bernoulli volume 1 ,2026-03-22,40.0,39.0,41.0,34.0,,,,,,,2026-04-15 01:48:11.456604+00:00
c97390d9-02ea-4a86-9d74-0f1561b0dd9d,724a4bd8-fd21-401a-bf6c-4bb541054faa,Simulado enem 2019 ,2026-04-20,38.0,36.0,34.0,23.0,,,,,,,2026-04-19 16:37:31.246939+00:00
341cacc7-386d-4210-8c55-e1b9eecaa032,724a4bd8-fd21-401a-bf6c-4bb541054faa,Sas enem 2 ,2026-05-12,40.0,42.0,35.0,24.0,,,,,,,2026-05-12 16:54:15.360996+00:00
0378d2e8-0f04-42e2-a5e1-b39f0fc09081,724a4bd8-fd21-401a-bf6c-4bb541054faa,Sas 3 ,2026-06-01,43.0,42.0,34.0,27.0,,,,,,,2026-06-02 18:05:05.006733+00:00
40b38571-7472-473f-9d59-4c06fb4269ff,78b11991-11c8-4598-b575-4331c72511e1,Bernoulli 1° Trimestre,2026-01-01,33.0,25.0,25.0,27.0,,,,,,,2026-04-02 18:01:23.756801+00:00
8c06bbfe-7221-483e-9540-32f6717ba5d5,78b11991-11c8-4598-b575-4331c72511e1,Bernoulli 2025 1° Conjunto,2026-01-01,,,,,,,,,,,2026-04-02 18:01:23.756801+00:00
931e94c1-3dd0-431c-9ae1-9108fa718beb,8089b383-82f8-4465-a2f0-89e8f1841d24,Bernoulli 1° Trimestre,2026-01-01,43.0,17.0,31.0,35.0,,,,,,,2026-04-02 18:01:10.129950+00:00
aea17332-0205-48a9-a14a-11a7e904788a,8089b383-82f8-4465-a2f0-89e8f1841d24,SAS 2025 1° Conjunto,2026-01-01,29.0,,,23.0,,,,,,,2026-04-02 18:01:10.129950+00:00
f99c243b-9aeb-463d-ad53-043fe19025fc,8089b383-82f8-4465-a2f0-89e8f1841d24,Bernoulli 2025 1° Conjunto,2026-01-01,,,,,,,,,,,2026-04-02 18:01:10.129950+00:00
8d9e6b2d-8149-462d-8661-950a932de9a5,8089b383-82f8-4465-a2f0-89e8f1841d24,Bernoulli 2025 2° Conjunto,2026-05-04,37.0,,,29.0,,,,,,,2026-05-04 22:04:19.242799+00:00
95102672-bb7e-471b-a45f-1a5ab7ccbced,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,ENEM 2025 BELÉM,2026-04-28,41.0,37.0,39.0,39.0,,,,,,,2026-04-28 20:36:37.657074+00:00
619bb57c-74f5-4660-a2ea-9c06fe607f91,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,SAS 1 2023,2026-04-28,39.0,41.0,40.0,37.0,,,,,,,2026-04-28 20:37:11.813224+00:00
bcd2aea3-1535-4cf1-b058-dedd34ccf25c,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,BERNOULLI 1 2026,2026-04-28,42.0,36.0,40.0,41.0,,,,,,,2026-04-28 20:37:50.847005+00:00
84253634-8c2a-4d7b-ab3d-8bef79dbeff8,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,EVOLUCIONAL 1 2025,2026-04-28,42.0,40.0,44.0,40.0,,,,,,,2026-04-28 20:38:19.533184+00:00
f20050b3-a7f6-4e33-86e3-26d211ed5f0f,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,BERNOULLI 2 2026,2026-04-28,42.0,31.0,40.0,42.0,,,,,,,2026-04-28 20:38:48.689724+00:00
7adcc5db-f90e-422a-8d1c-84aea8299452,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,SAS 1 2026,2026-04-28,41.0,40.0,42.0,38.0,,,,,,,2026-04-28 20:39:10.255986+00:00
1279ae6d-893d-4f29-88e3-d094a143d6b0,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,POLIEDRO 2 2022,2026-04-28,41.0,40.0,40.0,36.0,,,,,,,2026-04-28 20:39:45.191927+00:00
849b3817-71ad-42ee-98a8-e92cd1edf8d1,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,BERNOULLI 3 2026,2026-04-28,40.0,36.0,36.0,40.0,,,,,,,2026-04-28 21:35:53.837556+00:00
411dbc91-d927-4e1f-a47e-88f2262b54aa,8b7fa671-82e2-4a57-90d8-cbd0b92001f8,BERNOULLI 08 2025,2026-05-01,43.0,38.0,39.0,43.0,,,,,,,2026-05-05 22:07:57.524688+00:00
5869af72-2e50-40d6-ba33-d17fd0c19b16,9c09a49b-5fee-48a1-9710-64f74255b56d,SAS 1 2023,2026-04-27,42.0,39.0,43.0,38.0,,,,,,,2026-04-28 00:01:24.663169+00:00
fb368ace-beae-4618-999d-57cb47db9d3f,9c09a49b-5fee-48a1-9710-64f74255b56d,ENEM 2025,2025-11-17,41.0,38.0,36.0,32.0,,,,,,,2026-04-28 00:01:47.375982+00:00
5efafaba-4f51-47ff-81e8-3036fefa97b1,9c09a49b-5fee-48a1-9710-64f74255b56d,Simulado XequeMat ,2026-04-27,41.0,,,,,,,,,,2026-04-28 00:03:26.635729+00:00
3f340cfa-f8e2-4f39-be35-e73f33139860,9c09a49b-5fee-48a1-9710-64f74255b56d,Bernoulli 01 2026,2026-04-27,39.0,38.0,36.0,36.0,,,,,,,2026-04-28 00:03:53.380838+00:00
6203f6b9-8fc5-4de7-bd5c-5aaa93d7ab29,9c09a49b-5fee-48a1-9710-64f74255b56d,Bernoulli 02 2026,2026-04-27,44.0,38.0,37.0,35.0,,,,,,,2026-04-28 00:04:21.167052+00:00
d53a16c8-d2bb-4bc3-879c-0c2bb8c1bbf2,9c09a49b-5fee-48a1-9710-64f74255b56d,SAS 1 2026,2026-04-27,41.0,40.0,35.0,34.0,,,,,,,2026-04-28 00:05:01.334810+00:00
5cf38740-9df2-4193-8c16-dc34db000d21,9c09a49b-5fee-48a1-9710-64f74255b56d,SAS 6 2025,2026-04-27,,40.0,40.0,,,,,,,,2026-04-28 00:06:16.344373+00:00
68d1f3ed-cffe-4adc-b84e-587db0168864,9c09a49b-5fee-48a1-9710-64f74255b56d,POLIEDRO 1 2024,2026-04-27,,,,40.0,,,,,,,2026-04-28 00:07:06.128590+00:00
c4a469f4-2b88-4eea-a070-830e0a4ebfe7,9c09a49b-5fee-48a1-9710-64f74255b56d,Bernoulli 03 2026,2026-04-27,41.0,30.0,38.0,36.0,,,,,,,2026-04-28 00:08:07.320983+00:00
9a8f49c1-0e1c-4604-9953-fb7380c7d7ef,9c09a49b-5fee-48a1-9710-64f74255b56d,SAS 2 2026,2026-05-19,39.0,40.0,40.0,37.0,,,,,,,2026-05-19 18:10:10.333345+00:00
a57f7a07-39eb-4c74-8731-66d42ee55741,9c09a49b-5fee-48a1-9710-64f74255b56d,Bernoulli 04 2026,2026-05-25,42.0,36.0,42.0,37.0,,,,,,,2026-05-25 18:34:23.901571+00:00
4614cd7c-a04d-421b-92e6-54f8931b023d,9c09a49b-5fee-48a1-9710-64f74255b56d,SAS 3 2026,2026-06-13,43.0,44.0,35.0,36.0,,,,,,,2026-06-13 20:38:13.998985+00:00
05f37719-5d62-420a-a640-7ab5512b4848,9efd46a8-b99a-4474-9d41-1a7fc6ba63a4,SSA 2023,2026-01-01,,30.0,30.0,,,,,,,,2026-04-15 00:15:48.502861+00:00
d7f8277f-5e8e-4afb-b67c-443cbc14ccd4,9efd46a8-b99a-4474-9d41-1a7fc6ba63a4,Simulado GGE,2026-04-23,28.0,34.0,36.0,24.0,,,,,,,2026-04-28 23:45:08.216841+00:00
4bf3144b-939b-4944-b478-209f198b8743,ab27c6c6-9995-4310-9746-ea7606df8e56,BERNOULLI DIA 1 VOL1 2025,2026-01-01,,42.0,43.0,,,,,,,,2026-04-02 18:03:45.970249+00:00
72be1686-a374-4136-af57-7c73d0ae9509,ab27c6c6-9995-4310-9746-ea7606df8e56,BERNOULLI DIA 1 VOL1 2023,2026-01-01,,37.0,40.0,,,,,,,,2026-04-02 18:03:45.970249+00:00
a8b2b671-43d4-42c4-9b42-4cbb44bcf1f6,ab27c6c6-9995-4310-9746-ea7606df8e56,EVOLUCIONAL 1 DIA 2025,2026-01-01,,40.0,36.0,,,,,,,,2026-04-02 18:03:45.970249+00:00
3279d3e7-b187-48ad-909f-672334d7ea24,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,BERNOULLI 1 2026,2026-01-01,34.0,36.0,33.0,38.0,,,,,,,2026-04-02 18:02:42.216462+00:00
386d8987-08d4-4088-bd2a-98f3cb7f70f4,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,BERNOULLI 2,2026-01-01,32.0,37.0,33.0,37.0,,,,,,,2026-04-02 18:02:42.216462+00:00
de3e189b-d0bc-4207-8507-f4d066158dcc,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,ENEM 2025,2026-01-01,31.0,37.0,32.0,31.0,,,,,,,2026-04-02 18:02:42.216462+00:00
e1bff0a8-426a-4435-a73f-9fcc0e61eb7e,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,SAS 1,2026-01-01,31.0,40.0,36.0,31.0,,,,,,,2026-04-02 18:02:42.216462+00:00
d9f5f30a-458f-4462-950a-5a9bf1cbedd3,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,BERNOULLI 3,2026-04-13,31.0,33.0,36.0,33.0,,,,,,,2026-04-13 23:10:41.578931+00:00
6381b6f1-c977-49b7-b3ce-4d32d662f050,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,Poliedro 1 -2024,2026-04-14,32.0,,,36.0,,,,,,,2026-04-20 18:31:05.926214+00:00
e201a236-06b4-4017-9046-86f657195b21,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,Somos 1 - 2023,2026-04-20,30.0,39.0,38.0,40.0,,,,,,,2026-04-20 18:31:41.838765+00:00
3506202e-c7d9-46ed-b5ad-5839d15ed6ce,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,SAS 2,2026-05-11,30.0,36.0,37.0,30.0,,,,,,,2026-05-12 19:27:13.423534+00:00
4c8513fe-2961-4a74-9f92-6581f2d8802c,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,Beronoulli 4,2026-05-23,36.0,38.0,37.0,37.0,,,,,,,2026-05-25 20:13:37.732455+00:00
2a1bfa81-e4cb-4538-b100-fd2721bcad12,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,SAS 3 2026,2026-06-05,37.0,42.0,40.0,35.0,,,,,,,2026-06-05 21:35:55.203442+00:00
1fc647f8-e10f-4d28-b091-0a2c9461fa3e,ae2ab9aa-c61d-4df0-9df7-b8b74b841471,Enem 2017,2026-06-17,,,,,,,,,,,2026-06-17 19:23:22.422402+00:00
c0521ebe-7299-4946-b2f1-bad420d20c2e,b98b036c-56cf-4167-932b-4e8cafb4218d,ENEM 2025,2025-11-17,33.0,36.0,33.0,32.0,,,,,,,2026-04-28 20:42:57.337790+00:00
452a8c4b-35a7-46a6-9e75-dce00f08b2e7,b98b036c-56cf-4167-932b-4e8cafb4218d,BERNOULLI 1 2026,2026-04-28,38.0,45.0,42.0,37.0,,,,,,,2026-04-28 20:43:47.143390+00:00
c158af82-524d-4d3b-a642-81371da5ff96,b98b036c-56cf-4167-932b-4e8cafb4218d,BERNOULLI 2 2026,2026-04-28,37.0,36.0,39.0,35.0,,,,,,,2026-04-28 20:44:10.679402+00:00
b033bbd5-ce04-4d26-b092-c3ed66f5861e,b98b036c-56cf-4167-932b-4e8cafb4218d,EVOLUCIONAL 1 2025,2026-04-28,37.0,39.0,37.0,36.0,,,,,,,2026-04-28 20:44:43.265280+00:00
c25c48bc-1dad-4066-ad3d-8b14cc9e1b74,b98b036c-56cf-4167-932b-4e8cafb4218d,BERNOULLI 3 2026,2026-04-28,38.0,35.0,38.0,37.0,,,,,,,2026-04-28 20:45:29.968380+00:00
eb78168a-4317-485f-9173-e7ef2d928e08,b98b036c-56cf-4167-932b-4e8cafb4218d,ENEM PPL 2017,2026-04-28,34.0,39.0,38.0,36.0,,,,,,,2026-04-28 20:46:40.729355+00:00
5b2f7884-f0a3-4043-8188-2d43a3b16d2c,c80db275-3edd-49bb-ab16-4f7e9e16dd90,Bernoulli 1° etapa ,2026-03-14,38.0,16.0,27.0,28.0,,,,,,,2026-04-02 18:04:02.286980+00:00
0f68c99f-e931-46d0-b784-8920e31b0681,d67f8842-31bb-421d-8b0e-0bf96e1164b5,Enem 2020 PPL,2026-03-10,23.0,32.0,30.0,25.0,,,,,,,2026-04-02 18:01:32.991828+00:00
96334138-d94d-4699-af42-f822ab8ed9d1,d67f8842-31bb-421d-8b0e-0bf96e1164b5,Enem 2020,2026-02-28,19.0,27.0,28.0,26.0,,,,,,,2026-04-02 18:01:32.991828+00:00
b7fe7b18-3aed-4b1a-a96d-ede842545d91,d67f8842-31bb-421d-8b0e-0bf96e1164b5,SAS 1° Conjunto 2025,2026-02-15,21.0,28.0,23.0,20.0,,,,,,,2026-04-02 18:01:32.991828+00:00
d9bf2219-da53-41c6-ba62-8c282993a5cb,d67f8842-31bb-421d-8b0e-0bf96e1164b5,SAS 2° Conjunto 2025 ,2026-05-02,25.0,36.0,31.0,22.0,,,,,,,2026-04-29 00:26:33.602052+00:00
4954e792-fee2-4d17-93b7-8ff26250b8ed,d67f8842-31bb-421d-8b0e-0bf96e1164b5,SAS 2025 3° Conjunto,2026-06-09,27.0,38.0,32.0,28.0,,,,,,,2026-06-09 23:39:12.301574+00:00
2f5af824-8103-4aed-a5b5-503a798d96f2,e747b89c-ae5b-440f-ab3f-05088af5b560,1º simulado bernoulli - 146 questões,2026-01-01,33.0,37.0,38.0,38.0,,,,,,,2026-04-02 18:03:02.065831+00:00
91c33761-2966-4d5b-8e89-7d3fabb61136,e747b89c-ae5b-440f-ab3f-05088af5b560,ENEM 25 - 116 questões,2026-01-01,20.0,40.0,32.0,24.0,,,,,,,2026-04-02 18:03:02.065831+00:00
8187250b-b5f4-45ca-a715-fd92f914c2b0,e747b89c-ae5b-440f-ab3f-05088af5b560,Enem 2024 - 139 questões,2026-04-03,25.0,42.0,39.0,33.0,,,,,,,2026-04-07 00:18:45.909941+00:00
99638797-5ee0-4a20-a970-290f2f505f70,e747b89c-ae5b-440f-ab3f-05088af5b560,ENEM 23 - 146 questões,2026-04-09,35.0,36.0,39.0,36.0,,,,,,,2026-04-12 12:18:10.221575+00:00
59634333-4baf-4f72-850a-7e4e4b4f1a10,e747b89c-ae5b-440f-ab3f-05088af5b560,ENEM 21 - 138 questões,2026-05-12,33.0,40.0,39.0,26.0,,,,,,,2026-05-17 13:47:41.341255+00:00
2689350b-631d-4320-97fb-9be03cb8d150,e78698d6-8ff9-4644-9a25-24ba0d1aca10,Bernoulli 1° Trimestre,2026-01-01,42.0,35.0,44.0,38.0,,,,,,,2026-04-02 18:01:02.932944+00:00
d2f2b241-2c11-4cb9-b3a0-da6a14f72da0,f298374e-5090-4830-86da-69f5e2b4addb,Poliedro 2026,2026-04-23,,38.0,38.0,,,,,,,,2026-04-23 20:50:03.203329+00:00
fe5d2f3a-0b55-402d-86f3-35738837db12,f298374e-5090-4830-86da-69f5e2b4addb,2° SÃS 2022 ,2026-05-02,,,,,,,,,,,2026-05-02 17:44:02.912042+00:00
