aluno_id,prev_created_at,prev_matematica,prev_linguagens,prev_humanas,prev_natureza,next_matematica,next_linguagens,next_humanas,next_natureza,tests_count,trend_matematica,trend_linguagens,trend_humanas,trend_natureza,rolling_mean_matematica,rolling_mean_linguagens,rolling_mean_humanas,rolling_mean_natureza
9c09a49b-5fee-48a1-9710-64f74255b56d,2026-05-19 18:10:10.333345+00:00,39.0,40.0,40.0,37.0,42.0,36.0,42.0,37.0,10,-0.1904761904761918,-0.29761904761905017,-0.01190476190476385,0.2857142857142837,40.0,35.0,39.0,37.666666666666664
9c09a49b-5fee-48a1-9710-64f74255b56d,2026-05-25 18:34:23.901571+00:00,42.0,36.0,42.0,37.0,43.0,44.0,35.0,36.0,11,-0.06666666666666249,-0.3333333333333321,0.24999999999999967,0.26666666666666994,40.666666666666664,35.333333333333336,40.0,36.666666666666664
9efd46a8-b99a-4474-9d41-1a7fc6ba63a4,2026-04-15 00:15:48.502861+00:00,,30.0,30.0,,28.0,34.0,36.0,24.0,1,,,,,,30.0,30.0,
ae2ab9aa-c61d-4df0-9df7-b8b74b841471,2026-04-02 18:02:42.216462+00:00,32.0,37.5,33.5,34.25,31.0,33.0,36.0,33.0,1,,,,,32.0,37.5,33.5,34.25
ae2ab9aa-c61d-4df0-9df7-b8b74b841471,2026-04-13 23:10:41.578931+00:00,31.0,33.0,36.0,33.0,32.0,,,36.0,2,-1.0000000000000016,-4.500000000000006,2.4999999999999933,-1.2500000000000038,31.5,35.25,34.75,33.625
ae2ab9aa-c61d-4df0-9df7-b8b74b841471,2026-04-20 18:31:05.926214+00:00,32.0,,,36.0,30.0,39.0,38.0,40.0,3,-5.26902515617727e-15,-4.500000000000006,2.4999999999999933,0.8749999999999978,31.666666666666668,35.25,34.75,34.416666666666664
ae2ab9aa-c61d-4df0-9df7-b8b74b841471,2026-04-20 18:31:41.838765+00:00,30.0,39.0,38.0,40.0,30.0,36.0,37.0,30.0,4,-0.49999999999999833,0.7500000000000013,2.2499999999999982,2.0249999999999995,31.0,36.0,37.0,36.333333333333336
ae2ab9aa-c61d-4df0-9df7-b8b74b841471,2026-05-12 19:27:13.423534+00:00,30.0,36.0,37.0,30.0,36.0,38.0,37.0,37.0,5,-0.5000000000000008,0.1499999999999993,1.250000000000002,-0.1500000000000042,30.666666666666668,37.5,37.5,35.333333333333336
ae2ab9aa-c61d-4df0-9df7-b8b74b841471,2026-05-25 20:13:37.732455+00:00,36.0,38.0,37.0,37.0,37.0,42.0,40.0,35.0,6,0.42857142857142816,0.39999999999999664,0.7999999999999956,0.24999999999999856,32.0,37.666666666666664,37.333333333333336,35.666666666666664
b98b036c-56cf-4167-932b-4e8cafb4218d,2026-04-28 20:42:57.337790+00:00,33.0,36.0,33.0,32.0,38.0,45.0,42.0,37.0,1,,,,,33.0,36.0,33.0,32.0
b98b036c-56cf-4167-932b-4e8cafb4218d,2026-04-28 20:43:47.143390+00:00,38.0,45.0,42.0,37.0,37.0,36.0,39.0,35.0,2,4.999999999999993,8.999999999999991,8.999999999999996,4.999999999999991,35.5,40.5,37.5,34.5
b98b036c-56cf-4167-932b-4e8cafb4218d,2026-04-28 20:44:10.679402+00:00,37.0,36.0,39.0,35.0,37.0,39.0,37.0,36.0,3,2.0000000000000018,-1.745014316335307e-15,3.000000000000003,1.4999999999999984,36.0,39.0,38.0,34.666666666666664
b98b036c-56cf-4167-932b-4e8cafb4218d,2026-04-28 20:44:43.265280+00:00,37.0,39.0,37.0,36.0,38.0,35.0,38.0,37.0,4,1.1000000000000019,2.4535050358473735e-15,0.9000000000000022,0.999999999999996,37.333333333333336,40.0,39.333333333333336,36.0
b98b036c-56cf-4167-932b-4e8cafb4218d,2026-04-28 20:45:29.968380+00:00,38.0,35.0,38.0,37.0,34.0,39.0,38.0,36.0,5,0.8999999999999969,-0.8000000000000027,0.5000000000000006,0.8999999999999976,37.333333333333336,36.666666666666664,38.0,36.0
d67f8842-31bb-421d-8b0e-0bf96e1164b5,2026-04-02 18:01:32.991828+00:00,21.0,29.0,27.0,23.666666666666668,25.0,36.0,31.0,22.0,1,,,,,21.0,29.0,27.0,23.666666666666668
d67f8842-31bb-421d-8b0e-0bf96e1164b5,2026-04-29 00:26:33.602052+00:00,25.0,36.0,31.0,22.0,27.0,38.0,32.0,28.0,2,3.999999999999996,6.999999999999997,3.999999999999995,-1.666666666666671,23.0,32.5,29.0,22.833333333333336
e747b89c-ae5b-440f-ab3f-05088af5b560,2026-04-02 18:03:02.065831+00:00,26.5,38.5,35.0,31.0,25.0,42.0,39.0,33.0,1,,,,,26.5,38.5,35.0,31.0
e747b89c-ae5b-440f-ab3f-05088af5b560,2026-04-07 00:18:45.909941+00:00,25.0,42.0,39.0,33.0,35.0,36.0,39.0,36.0,2,-1.5000000000000038,3.499999999999997,3.9999999999999964,1.9999999999999967,25.75,40.25,37.0,32.0
e747b89c-ae5b-440f-ab3f-05088af5b560,2026-04-12 12:18:10.221575+00:00,35.0,36.0,39.0,36.0,33.0,40.0,39.0,26.0,3,4.249999999999994,-1.2499999999999956,2.0000000000000004,2.4999999999999956,28.833333333333332,38.833333333333336,37.666666666666664,33.333333333333336
